974	DUSP12
975	SNF8
976	DDX19B
977	NRM
978	TUBA3E
979	RDH13
980	PRR4
981	ATXN2L
982	USP18
983	KLHL2
984	IFT43
985	SYNRG
986	C1orf85
987	TREX1
988	KLF12
989	KLF8
990	KRT71
991	CHRM1
992	HOGA1
993	MGAT4B
994	CYP4F8
995	PNKP
996	L3HYPDH
997	B4GALT7
998	TP53RK
999	CCDC101
1000	CHRM2
1001	VPS26B
1002	NACC1
1003	CFAP36
1004	MED8
1005	LYST
1006	PLCD3
1007	CHRM3
1008	VPS45
1009	MTFR2
1010	CDCA5
1011	LYPLA2
1012	CD300A
1013	AHNAK2
1014	PARK7
1015	COPE
1016	RBPJL
1017	SAAL1
1018	SCAMP4
1019	ADAT3
1020	CHST14
1021	ECD
1022	MGAT4A
1023	CHRM4
1024	GPN1
1025	TMC6
1026	SLC46A1
1027	C12orf57
1028	LARP4
1029	DDX42
1030	ADCY7
1031	VSIG4
1032	GLCCI1
1033	FKBP9
1034	STK38
1035	CTRC
1036	PHB2
1037	ACOT7
1038	PDAP1
1039	TUSC2
1040	CBX3
1041	EXOC3
1042	GABARAP
1043	U2AF2
1044	OIP5
1045	EXOSC8
1046	SCRG1
1047	CHRNA1
1048	RNF13
1049	MGLL
1050	TWF2
1051	GABARAPL2
1052	SYNPO
1053	HELQ
1054	CHRNA3
1055	CHRNA4
1056	HENMT1
1057	CHRNA5
1058	DTX2
1059	CHRNA7
1060	WBSCR22
1061	TRIM9
1062	ADCY8
1063	CHRNB3
1064	LACTB
1065	PALM2
1066	EFHC1
1067	CGB1
1068	CHRNB4
1069	CHRND
1070	NLRP3
1071	CHRNE
1072	MAL2
1073	SLC22A9
1074	TIRAP
1075	CHRNG
1076	ERMAP
1077	CHUK
1078	CYGB
1079	PGLYRP3
1080	BTBD9
1081	MBD6
1082	GPRIN1
1083	CSMD3
1084	STK11IP
1085	TUBGCP5
1086	RNF157
1087	KLHL29
1088	ZBED9
1089	LENG8
1090	PNMA5
1091	PWWP2A
1092	OSBPL1A
1093	OSBPL5
1094	OSBPL8
1095	OSBPL9
1096	OSBPL10
1097	OSBPL11
1098	CIDEA
1099	GPRASP2
1100	MRFAP1L1
1101	PTPMT1
1102	FLYWCH2
1103	VASN
1104	ZNF618
1105	MB21D1
1106	CCDC124
1107	HAUS1
1108	ADCY9
1109	ATG4A
1110	KCTD12
1111	OMA1
1112	CKB
1113	DDIT4L
1114	CIRBP
1115	GBP5
1116	LRRC56
1117	CISH
1118	MALSU1
1119	UHRF2
1120	ZNF689
1121	TBCB
1122	FCHO2
1123	EVI5L
1124	RASGRP4
1125	DIS3L
1126	CKM
1127	DHRS1
1128	WDFY2
1129	CKMT1B
1130	TSR3
1131	CCDC151
1132	RNF166
1133	CKMT2
1134	RMI2
1135	LYSMD3
1136	DNTTIP1
1137	ADCYAP1
1138	ERCC8
1139	KLHDC3
1140	WDR92
1141	NUS1
1142	CMTM5
1143	FAM122A
1144	ZMYND19
1145	COX20
1146	TLCD1
1147	GINM1
1148	CKS1B
1149	C8orf34
1150	EXOC3-AS1
1151	RBP7
1152	LYPD1
1153	CKS2
1154	TM4SF18
1155	RAB39B
1156	TOP1MT
1157	OLIG1
1158	CLNK
1159	TSEN15
1160	FAM129A
1161	MRPL53
1162	MRPL54
1163	HSPA12B
1164	CNTROB
1165	SNAP47
1166	MED12L
1167	AGAP1
1168	AGAP3
1169	ADCYAP1R1
1170	TADA1
1171	CATSPER1
1172	DCD
1173	RAB3IP
1174	SSX2IP
1175	HRASLS5
1176	FTSJ3
1177	SLC16A10
1178	IP6K3
1179	CIB3
1180	AP2M1
1181	AP1S1
1182	AP2S1
1183	RLN3
1184	AP3S1
1185	CLCA1
1186	CLCN1
1187	ADD1
1188	CLCN2
1189	CLCN3
1190	CLCN5
1191	LOH12CR1
1192	OLFM3
1193	ANTXR2
1194	MUCL1
1195	EXOSC6
1196	ZNF511
1197	CHCHD1
1198	CLCN6
1199	CLCN7
1200	ZNF488
1201	CLCNKA
1202	MORN4
1203	ZFYVE27
1204	COMTD1
1205	FRA10AC1
1206	SFXN2
1207	PDZD8
1208	C10orf32
1209	ADD2
1210	CLU
1211	LYZL2
1212	CLIC1
1213	CLIC2
1214	SNRPD2P1
1215	SFR1
1216	CLRN3
1217	ANAPC16
1218	CLK1
1219	SFXN4
1220	CLK2
1221	CLK3
1222	TPP1
1223	GYLTL1B
1224	ADD3
1225	CLN3
1226	FAT3
1227	CLN5
1228	PIH1D2
1229	CLNS1A
1230	CLPS
1231	LRRK2
1232	CLPTM1
1233	TMEM52B
1234	SERPINA3
1235	CLTA
1236	CLTB
1237	SDR9C7
1238	SLC15A4
1239	CLTC
1240	NEDD1
1241	IKBIP
1242	HIST4H4
1243	CMA1
1244	AEBP2
1245	ALKBH2
1246	SPPL3
1247	CSNK1A1L
1248	SLAIN1
1249	PRR20A
1250	TRAPPC6B
1251	MRPL52
1252	LRR1
1253	FRMD6
1254	SOCS4
1255	NAA30
1256	CCR1
1257	TTC8
1258	LEO1
1259	CCR3
1260	MTFMT
1261	TARSL2
1262	PLIN2
1263	LRRC28
1264	CCR4
1265	CCR5
1266	CCR6
1267	CCR7
1268	FSD2
1269	FOPNL
1270	ACKR2
1271	DCUN1D3
1272	CMTM3
1273	SPATA2L
1274	LTB4R
1275	ADH1A
1276	ANKRD26P1
1277	ZG16B
1278	ZC3H18
1279	ANKS3
1280	SEPT12
1281	ABCC2
1282	TMEM219
1283	SNX20
1284	MSI2
1285	SLC38A10
1286	CANT1
1287	USH1G
1288	ZPBP2
1289	USP43
1290	HEXIM2
1291	LSM12
1292	SPACA3
1293	ANKRD13B
1294	SLC43A2
1295	MRPL10
1296	WDR81
1297	TBC1D16
1298	ADH1B
1299	KRT40
1300	ZSWIM7
1301	INO80C
1302	CNGB1
1303	ZNF816
1304	ZNF543
1305	RAVER1
1306	CALR3
1307	C19orf70
1308	CNGA1
1309	TRAPPC5
1310	PCP2
1311	ZNF491
1312	ZNF440
1313	CNGA3
1314	JOSD2
1315	ALDH16A1
1316	ZNF787
1317	IRGQ
1318	ZNF428
1319	PLK3
1320	MFSD12
1321	NDUFA11
1322	MISP
1323	ZNF792
1324	HSPB6
1325	CNN1
1326	CNN2
1327	CNN3
1328	ADH1C
1329	CNP
1330	PUSL1
1331	B3GALT6
1332	CNR1
1333	MAB21L3
1334	CNTF
1335	LYPLAL1
1336	CNTFR
1337	ADH4
1338	CNTN1
1339	ASB17
1340	TYW3
1341	ZNF684
1342	TCEANC2
1343	PODN
1344	LRRC39
1345	HMGB4
1346	RNF19B
1347	DNAH14
1348	C1orf122
1349	OSCP1
1350	C1orf216
1351	COL1A1
1352	UBXN10
1353	C1orf87
1354	COL1A2
1355	COL2A1
1356	C1orf131
1357	ADH5
1358	COL3A1
1359	SPATA17
1360	EDARADD
1361	COL4A1
1362	PIFO
1363	COL4A2
1364	SNHG11
1365	FITM2
1366	COL4A3
1367	COL4A5
1368	COL4A6
1369	CST9L
1370	CST9
1371	CHMP4B
1372	PIGU
1373	COL5A1
1374	C22orf39
1375	COL5A2
1376	ZNF280A
1377	COL6A1
1378	COL6A2
1379	PPP1R21
1380	TMEM150A
1381	COL6A3
1382	NUP35
1383	COL7A1
1384	TYW5
1385	COL8A1
1386	COL8A2
1387	TAF8
1388	COL9A1
1389	RBM45
1390	COL9A2
1391	BBS5
1392	CCDC173
1393	COL9A3
1394	COL10A1
1395	ADH6
1396	COL11A1
1397	CLHC1
1398	COL11A2
1399	COL12A1
1400	UBR3
1401	ZNF513
1402	SPATA3
