id,name,prob
12,SRA1,0.9947457342237865
437,NEBL,0.997239131794967
489,TXNRD2,0.9999993881845862
515,RBCK1,0.9572724905214317
1000,CHRM2,0.4397571698436953
1413,DNAJC19,0.9999976156166684
1511,CPT2,0.9950955516830922
1588,CRYAB,0.9946701018630719
1666,ADRA1D,0.9972409597301883
1693,ADRA1B,0.9972356185364659
1722,NKX2-5,0.9959444885642287
1733,ADRA1A,0.9972377626640916
1739,CTF1,0.999999996600519
1807,CXADR,0.997244935417384
1815,ADRB1,0.8231896393272924
1835,ADRB2,0.0006130929538094786
1855,ADRB3,0.8947509204707568
1959,ACE,0.9972422936287414
2005,DES,0.9999999908736441
2070,DMD,0.9999999974044549
2128,DSC2,0.9999956893165353
2133,DSG2,0.9931769053756694
2137,DSP,0.9999996762214842
2141,DTNA,0.9999904940715942
2216,EGFR,1.3315677711891208e-06
2291,EMD,0.9779563469808505
2376,EYA4,0.9969509083136823
2390,ESR1,0.000735198642363632
2530,FKTN,0.9999999655306735
2586,FHL1,0.9345754267502238
2587,FHL2,0.9972407018749931
2619,DOLK,0.9999998752921987
2715,FOXD4,0.9999999968018872
2885,FLNC,0.9999989387519972
2924,SYNE2,0.9999999823814947
3012,SYNM,0.9972384552989187
3017,SYNE1,0.9972442421133941
3139,NNT,0.9972431416984593
3256,FXN,0.9895003199196637
3649,GATA4,0.9972397246272926
3674,GBE1,0.999999768082922
3732,MSTN,0.9999981407888366
3788,GJA1,0.9942499069077474
3811,ACAD8,0.999999915600639
3822,ANKRD1,0.9972422739576624
3860,HSPB7,0.9999987893743358
3879,GLA,0.9999995651745334
3916,RBMXL2,0.9835991591683688
3924,PDLIM3,0.9972452861453951
3938,RBMX,0.9824512426845172
4186,ACAD9,0.9999999961405777
4228,NR3C1,0.4265302515733432
4255,SLC25A4,0.9968178200483188
4376,GYG1,0.9972405941405152
4499,HFE,0.9972380770301815
4900,IL6,0.9999999929662059
4935,ILK,0.8971989307371991
4950,INS,0.9930924944469238
5031,JUP,0.7393288614347973
5206,LAMA2,0.9999973607511791
5208,LAMA4,0.9999971764377136
5220,LAMP2,0.9605205241279247
5274,LMNA,0.0006027037273410888
5507,NR3C2,0.9972375345090134
5635,MYBPC3,0.9999999995971772
5649,MYH6,0.9999999999187654
5650,MYH7,0.9999999581036103
5657,MYL2,0.9999999999985248
5658,MYL3,0.6372757902573247
5786,NFKB1,0.8572720365175747
5854,NPPA,0.9964080193111087
6343,PRKAG2,0.9999999238288455
6598,PGM1,0.9999982729169975
6663,PKP2,0.9708175188102661
6703,PLN,0.9999862484731801
6788,POLG,0.9912450131034058
6798,DPM3,0.9734564283646497
6881,NDUFB11,0.9999999914225384
7599,AGK,0.9999878940584347
7866,PSEN1,0.9999992037503754
7867,PSEN2,0.9999999817417093
8010,TBX20,0.9972405940741038
8143,PTGS2,0.9841817441743824
8181,AARS2,0.8558842586658529
8200,MIB1,0.9999918262692412
8335,GATAD1,0.9972358404793165
8342,PTPN11,0.9999964298291857
8479,RAF1,0.9958816025825145
8596,RIT1,0.9890978832124554
8789,RYR2,0.999999350898164
8838,SCN5A,0.9999880449995822
8884,SDHA,0.9972433414579222
9037,SGCA,0.9999967648048268
9048,SGCB,0.9951774621230386
9051,SGCD,0.9999999426314707
9291,SLC22A5,0.9999958297335039
9369,SOD1,0.9477915861161588
9376,SOS1,0.4374011620438279
9578,TAZ,0.9999919696150863
9587,TBX5,0.994136775085799
9640,ACTC1,0.9999999937678204
9671,TGFB3,0.9999888029651985
9736,TMPO,0.8476011335537951
9751,TNNC1,0.9999999999990651
9754,TNNI3,0.9999999999988372
9756,TNNT2,0.999999999870374
9769,TP53,0.8802407184093618
9780,TPM1,0.9999900707860024
9840,TTN,0.96432064654392
9843,TTR,0.9972398044887012
9949,VCL,0.9972376212589744
10004,XK,0.9999912772379892
10041,CNBP,0.9972389835119669
10106,ZBTB17,0.9502583509481591
10175,ALMS1,0.9999884315379548
10285,FKRP,0.9999999364452378
10310,TMEM43,0.9873856114351761
10701,CSRP3,0.9999971851301853
10832,CAMK2D,0.681443688364624
11182,LTBP4,0.9972391092056379
11293,HOPX,0.9999999905788776
11331,MYPN,0.99999995810472
11507,MYLK2,0.9519003586883311
11550,TCAP,0.9999999999927885
11573,CAV3,0.9972346297217273
11574,TNFSF11,0.9999994615943849
11621,PDE5A,0.9999973343164846
11741,ACTN2,0.9999971840479231
12102,NEXN,0.9999999374722597
12117,IL1RL1,0.9999996301000775
12241,SHKBP1,0.9901806493490728
12487,BAG3,0.910777434196166
12893,ABCC9,0.9999998412574698
12987,BEST1,0.9855769508112192
13487,LDB3,0.9999999819471365
13488,LEP,0.9972371244955855
13535,MT-CO3,0.9955009833899365
13537,MT-ND1,0.999999215743648
13538,MT-ND2,0.9972397718032688
13547,MYOM1,0.999999283862843
13549,MYOZ2,0.9999981596730251
13624,PLEC1,0.7764054689287764
13628,PLEKHM2,0.9999999942500329
13714,SGCG,0.9999993932795553
14912,FHOD3,0.99724295410723
15252,JPH2,0.9999999712729747
15644,MT-ATP6,0.999999900855255
15645,MT-ATP8,0.9948099395342033
15646,MT-CO1,0.9972396834705378
15647,MT-CO2,0.9969626204142057
15648,MT-CYB,0.9972348963532732
15655,MT-ND3,0.9972369477235677
15656,MT-ND4L,0.9947253134737539
15657,MT-ND4,0.9999999940870428
15658,MT-ND5,0.999999989931433
15659,MT-ND6,0.9999999846526837
16039,RBM20,0.9972375624964558
16853,FPGT-TNNI3K,0.999999915047415
17494,PRDM16,0.9972376669230866
17785,XYLT1,0.9999883000735428
856,FGFR1OP,0.9971063776660885
15595,MLKL,0.9999989523507774
2739,SPEN,0.11642626288717572
4235,UBE2T,0.9999970689685176
6344,POLK,0.8840341121757261
10643,RUFY1,0.9999997167676814
10837,TIGD6,0.999999174858244
18059,XIRP2,0.9999956343311667
1437,SCLT1,0.9947140906107468
1653,MIPOL1,0.9963741528908949
1657,CEP128,0.9999981539424682
18060,XIRP1,0.9999997779862293
2036,FAM9B,0.5102490111778569
3051,ZDHHC17,0.9904444349477691
3355,NUTM1,0.999994965277456
7589,CARKD,0.9968556651587815
9021,GMCL1,0.9730915837379885
9094,CCDC136,0.999994976455354
10669,MED28,0.9999969595115411
11263,LZTS2,0.9999893064077533
11316,ZGPAT,0.995938049336553
11335,TRIM55,0.9999999889561774
11336,TRIM63,0.9999999999598953
12217,ZNF764,0.9946874735217103
1544,FOXR2,0.9999998012248011
2776,NCOA6,0.7058628915867866
4332,CYP2S1,0.9999999344506677
6109,NDUFA13,0.9999999378113309
8031,PNPLA2,0.9384096715309611
686,MALT1,0.9969849917763948
1119,UHRF2,0.794271708695888
15843,OTUD6A,0.9824647625486721
1731,UBE2U,0.9999970003379335
2297,TRIM65,0.7895620880296341
2828,TAB2,0.06412540069795881
3175,DDX58,0.9553299455759249
3191,MKRN2,0.9999973589541159
3361,TAB3,0.04077936431416683
3427,USP49,0.9888933346140584
3463,NDUFAF3,0.9999996870747806
3799,USP21,0.8600048303113076
3948,UBE2S,0.013473022589425319
3953,RABGEF1,5.770015525721189e-05
18092,TRIML1,0.9917011640575333
6237,RNF181,0.9999923811454196
6322,UCHL5,0.9836571550342208
6458,UBE2D4,0.9999987741962745
7180,RNF31,0.6372361972315601
8060,SMURF1,0.032070675390750605
8910,FKBPL,0.06972305495086252
8952,NOD2,0.3434697134608711
10203,OTUB2,0.05665237124120905
10824,TSSK3,0.992970571751519
10853,SHARPIN,0.07430028840458879
11333,USP32,0.9971953186273886
11933,OTULIN,0.7288447888841935
12311,SYCE1,0.9315067267693941
2261,ELAVL1,0.9925590365768138
8970,SET,0.010029729692741494
12663,GPRASP1,0.006615559184969307
1834,SLC2A12,0.9999933528424273
2505,SLC39A12,0.9999999617695754
3351,MFSD8,0.9999965455538465
370,TOMM40,0.9999999465163519
530,ATP5L,0.0034312218502202123
1101,PTPMT1,0.9966539407288654
1530,ATF6B,0.9999924902825125
3570,ARHGEF26,0.9939881884081736
3836,UQCRQ,0.9999999946758333
4001,GNAS,0.003203713071890593
17973,C17orf89,0.9944239608472246
4481,HCCS,0.9961061688443255
4754,OXLD1,0.9737158502341751
4757,ICT1,0.9999998213439553
5419,MCL1,0.9999999993771619
5712,NDUFA4,0.003358795029588985
5738,NDUFS3,0.9258057515299414
6124,SCCPDH,0.9949535893173774
7104,TMEM70,0.9947419755108979
7258,RNMTL1,0.01737583980535199
7985,ADCK3,0.004555761012187926
7997,COQ9,0.9999991635778367
17033,MCUR1,0.9999981604083127
10335,C2orf47,0.9999966234935167
10859,FAHD1,0.9952738045935572
11256,C15orf48,0.9973332216092516
18305,CASP12,0.999997900430548
124,G3BP1,0.009618251186577054
288,TFG,0.9154094798661473
772,CCDC85B,0.9999978043057912
941,DDX20,0.007513445949716633
1037,ACOT7,0.07286646480654868
1089,LENG8,0.6660836218731616
15232,IQGAP3,0.014138212803894285
16636,ASB5,0.9999849281312724
1578,SMCR8,0.9974769964477345
1589,CRYBA1,0.9972353118874326
1594,CRYBB2,0.9999929330517076
1599,CRYGC,0.9999864247189713
18304,CRYGD,0.9954075601469311
1606,CRYGS,0.9999984476608701
1611,CS,0.9999878214117587
1754,CTNNB1,0.9999951177498138
2507,HNRNPUL2,0.9965802139615241
2513,FCGR2A,0.9999931786577709
2525,RBM24,0.9504212517630412
2561,FGF2,0.01988823363784522
2740,FBXO21,0.9958267259307004
3004,NEDD4L,0.9999966688954353
3294,ADAM2,0.9999998725042522
3678,HSPB8,0.42484331811316534
3745,GFAP,0.9999999737938915
3878,PRELID1,0.9999977073700451
4430,TNPO2,0.0010204094251667615
4470,HBA1,0.0012166445354741657
4488,HDAC1,0.0006267428017609463
4597,CCDC85C,0.999995985431189
4697,HSPA4,0.0007823657611617917
4705,HSPB1,0.18414880819283347
4706,HSPB2,0.9999811192686233
15382,KRTAP8-1,0.9999910819793161
15360,KRTAP19-5,0.9999963088051115
5205,LALBA,0.9999988599491753
5332,LYZ,0.7873431641973733
5347,SMAD4,0.9880904813667194
5386,MAP1B,0.9952744560829597
5394,MAS1,0.0015114778929975366
5433,MDH2,0.9999976362581308
13518,MIP,0.1801223790792663
5757,NEFL,0.999995727025679
5800,NGF,0.011416004799342504
5997,GEMIN4,0.021168388867551402
6006,PARK2,0.0005376370352594456
6107,FCF1,0.9883115977295581
6439,TRIM33,0.9900064953764991
6496,OAZ3,0.9521037802906754
6645,PI4KA,0.9860366943391183
17497,PRKAG3,0.9891458169450318
7019,CC2D1A,0.9999852379412206
7115,CLN6,0.4338555645280045
7407,PIDD1,0.9999975662521875
7900,PSMA3,0.2066546865342889
8028,PSMD4,0.8367413256501428
8041,GOPC,0.9816317676562549
8193,NYNRIN,0.9963496091605498
8865,CCL22,0.999997947606305
8920,TRAPPC2,0.9999885930018055
9188,MRPL11,0.9999884100655433
9200,GPBP1,0.9999989458871349
9209,VPS33A,0.9999976392876362
9345,SNCA,0.006246053678309518
9374,SORD,0.9961608405054148
9882,UBE2D1,0.6049522806616872
9955,VEGFA,0.9999927952844806
10255,TMEM109,0.4931030895770582
10266,TRAPPC6A,0.997384693473154
15397,LBH,0.9969681357951544
10812,FAM83D,0.9973006752978832
10867,SEH1L,0.061736184343403215
10872,GDF5,0.9999975969885118
11026,TRAPPC9,0.9999960130072687
11224,NUDT16L1,0.9944293905896684
11657,CDC23,0.9999913734365061
11692,CRADD,0.9999982347643029
512,ERLIN1,0.9954340029215469
748,CKAP4,0.9789466291265875
893,ERLIN2,0.6737488122550923
3746,AMFR,0.8417193865020582
8885,RNF123,0.5678356599653818
9362,SNTA1,0.9999991175573014
9364,SNTB1,0.9999995006520613
9367,SNTB2,0.9999999477775481
9938,UTRN,0.9999999123823029
11349,LNX1,0.9999996401618202
1180,AP2M1,0.9481428460223212
2418,ALB,0.9999989812971084
11632,EIF3F,0.047180686152557154
2417,EWSR1,0.0011170248004618744
2764,FOXE1,0.9999999994828436
2833,CAMTA2,0.9962985313301335
3647,FBXO25,0.13907580268386907
4153,GRB2,0.0026610080648825887
4585,FOXA1,0.6948219667137575
4758,ID1,0.9969930081114148
4759,ID2,0.9971105653046739
4760,ID3,0.9945445526549448
4860,RBPJ,0.9999820799990624
5026,JARID2,0.9999954728550595
5028,JUN,0.8277901028044081
9713,TLE1,0.9843431277546418
9939,KDM6A,0.9999967529545469
2332,EP300,0.9999994721369307
5361,MAGEA6,0.9999999897467311
187,CTDSPL,0.10777230830363453
18331,AMICA1,0.9999998200574547
2285,TMEM17,0.9934284373253087
